(0.976335, 0.425710, 10.493950)
(0.090425, 0.148816, 5.888619)
(0.939020, 0.786407, 11.351190)
(0.907710, 0.890041, 12.287510)
(0.943684, 0.060274, 4.880114)
(0.677729, 0.509367, 26.291140)
(0.705428, 0.907581, 18.977950)
(0.235547, 0.423114, 24.552790)
(0.284413, 0.977145, 200)
(0.402634, 0.223580, 6.861122)
(0.702837, 0.708912, 18.143690)
(0.658780, 0.862949, 200)
(0.257416, 0.565449, 43.505530)
(0.647323, 0.562553, 26.116730)
(0.963151, 0.309302, 10.674100)
(0.391993, 0.762775, 200)
(0.698411, 0.425192, 18.305990)
(0.268619, 0.232541, 7.217784)
(0.777959, 0.396160, 14.944330)
(0.770860, 0.416033, 15.150990)
(0.716514, 0.793194, 18.019040)
(0.236936, 0.002537, 4.198069)
(0.208954, 0.808753, 200)
(0.747366, 0.256181, 7.901987)
(0.059406, 0.561661, 23.471880)
(0.279659, 0.474359, 63.906610)
(0.961222, 0.007928, 4.461222)
(0.396603, 0.863829, 200)
(0.317809, 0.073101, 4.700158)
(0.578629, 0.946066, 200)
(0.333990, 0.728820, 200)
(0.515968, 0.793991, 200)
(0.745090, 0.541362, 16.346820)
(0.981864, 0.173613, 6.451848)
(0.894852, 0.929342, 12.990870)
(0.202422, 0.861070, 200)
(0.064251, 0.275779, 9.039264)
(0.016838, 0.433851, 14.274590)
(0.779688, 0.134124, 5.476527)
(0.865240, 0.127871, 5.515702)
(0.332166, 0.876599, 200)
(0.472060, 0.009807, 4.136206)
(0.473045, 0.147619, 5.477919)
(0.890134, 0.898310, 12.900020)
(0.952693, 0.241052, 7.926840)
(0.816092, 0.345557, 12.492280)
(0.446091, 0.929309, 200)
(0.952497, 0.094116, 5.247470)
(0.397503, 0.838384, 200)
(0.566132, 0.078427, 4.693806)
(0.251086, 0.303492, 9.716301)
(0.268905, 0.363702, 13.825330)
(0.188524, 0.325537, 11.076910)
(0.628957, 0.488909, 25.865220)
(0.463523, 0.059822, 4.520046)
(0.747635, 0.235658, 7.322746)
(0.783625, 0.864781, 15.860250)
(0.314208, 0.464669, 52.426570)
(0.712868, 0.617142, 18.041480)
(0.171141, 0.935184, 200)
(0.414176, 0.377513, 15.023940)
(0.388108, 0.660459, 200)
(0.441034, 0.587485, 65.064980)
(0.777141, 0.173528, 6.064417)
(0.977158, 0.296337, 10.067380)
(0.479474, 0.870899, 200)
(0.816085, 0.247604, 7.778450)
(0.107210, 0.235868, 7.623411)
(0.411729, 0.686958, 200)
(0.260882, 0.308761, 9.952996)
(0.358817, 0.555719, 69.164280)
(0.079066, 0.802759, 200)
(0.432312, 0.925527, 200)
(0.275566, 0.850834, 200)
(0.700244, 0.263781, 8.065684)
(0.226089, 0.634854, 33.968460)
(0.977933, 0.576650, 10.598890)
(0.046276, 0.226264, 7.524529)
(0.530698, 0.226425, 6.900132)
(0.267117, 0.509777, 43.634540)
(0.236421, 0.445652, 34.679380)
(0.649859, 0.080228, 4.746868)
(0.233492, 0.432649, 28.025010)
(0.542531, 0.849957, 200)
(0.508994, 0.575385, 44.452690)
(0.903796, 0.999668, 12.806290)
(0.934275, 0.000457, 4.369169)
(0.267129, 0.011290, 4.234777)
(0.123244, 0.003236, 4.317461)
(0.848677, 0.568501, 12.864710)
(0.750524, 0.261914, 8.087981)
(0.920627, 0.273412, 8.901854)
(0.279088, 0.538530, 63.914790)
(0.852818, 0.634427, 12.820790)
(0.485684, 0.535449, 65.111780)
(0.005632, 0.134835, 5.850146)
(0.766519, 0.869479, 16.263060)
(0.874522, 0.500454, 12.311720)
(0.783507, 0.132653, 5.461856)
(0.993421, 0.191155, 6.818633)
(0.848890, 0.154121, 5.862669)
(0.831520, 0.772931, 13.782790)
(0.208404, 0.610670, 33.408470)
(0.529585, 0.351816, 12.421480)
(0.395769, 0.995196, 200)
(0.670788, 0.196557, 6.351029)
(0.651900, 0.459493, 26.118740)
(0.946375, 0.183454, 6.554118)
(0.129727, 0.493360, 33.667350)
(0.328196, 0.749633, 200)
(0.508285, 0.948963, 200)
(0.297905, 0.180754, 6.094290)
(0.898004, 0.247271, 7.961616)
(0.017308, 0.616315, 21.709840)
(0.118209, 0.716678, 34.453600)
(0.551487, 0.242258, 7.301146)
(0.288259, 0.962138, 200)
(0.361059, 0.565319, 200)
(0.581830, 0.204828, 6.448664)
(0.249937, 0.988855, 200)
(0.374621, 0.566753, 200)
(0.559507, 0.133888, 5.302100)
(0.562037, 0.563917, 37.781490)
(0.953600, 0.775487, 11.285000)
(0.757810, 0.958005, 17.131910)
(0.675753, 0.727125, 26.879420)
(0.844980, 0.417415, 13.016540)
(0.083499, 0.992494, 200)
(0.608809, 0.223446, 6.865473)
(0.898935, 0.371656, 11.963240)
(0.885499, 0.715701, 12.386500)
(0.583140, 0.014879, 4.181449)
(0.576573, 0.288534, 8.821580)
(0.903217, 0.723850, 12.026590)
(0.674105, 0.147962, 5.554315)
(0.171091, 0.092865, 5.045539)
(0.142508, 0.406431, 20.736540)
(0.103629, 0.083495, 5.040492)
(0.318969, 0.814698, 200)
(0.934988, 0.297856, 9.985638)
(0.966049, 0.799133, 11.012620)
(0.446257, 0.902867, 200)
(0.687607, 0.504738, 18.749770)
(0.001879, 0.604795, 14.235310)
(0.115979, 0.767431, 200)
(0.882254, 0.635441, 12.212090)
(0.270507, 0.420789, 23.644110)
(0.847743, 0.806752, 13.451540)
(0.877274, 0.953694, 13.281150)
(0.646345, 0.613816, 26.191430)
(0.990987, 0.091318, 5.284461)
(0.117800, 0.562272, 33.845140)
(0.751622, 0.538141, 15.890100)
(0.866046, 0.296444, 9.693592)
(0.051412, 0.357781, 14.143330)
(0.266456, 0.352761, 12.823270)
(0.712954, 0.554278, 17.739050)
(0.193340, 0.930138, 200)
(0.271051, 0.858041, 200)
(0.541991, 0.088865, 4.789907)
(0.712305, 0.109826, 5.104061)
(0.251749, 0.998866, 200)
(0.175976, 0.076387, 4.869214)
(0.765121, 0.237046, 7.388147)
(0.904958, 0.182733, 6.451059)
(0.213037, 0.036913, 4.475535)
(0.523863, 0.278415, 8.415059)
(0.000609, 0.163840, 6.319420)
(0.501475, 0.874948, 200)
(0.807097, 0.708298, 14.403800)
(0.335455, 0.869815, 200)
(0.919396, 0.855270, 12.156770)
(0.994276, 0.844618, 10.925190)
(0.985874, 0.047267, 4.825777)
(0.348316, 0.026420, 4.292017)
(0.667645, 0.079292, 4.749000)
(0.181978, 0.717752, 34.127710)
(0.936263, 0.716429, 11.524010)
(0.921765, 0.151279, 5.949491)
(0.328650, 0.874972, 200)
(0.841687, 0.877487, 14.051490)
(0.096810, 0.832284, 200)
(0.279016, 0.304394, 9.701169)
(0.563288, 0.797013, 200)
(0.980067, 0.391780, 10.656570)
(0.699626, 0.002980, 4.154002)
(0.294491, 0.681647, 200)
(0.455429, 0.480257, 64.896310)
(0.982601, 0.439996, 10.551750)
(0.968859, 0.249134, 8.216801)
(0.419543, 0.539720, 201.152500)
(0.781966, 0.363008, 13.922940)
(0.784349, 0.358311, 13.477630)
(0.211355, 0.993468, 200)
(0.924544, 0.243786, 7.928788)
(0.209531, 0.080331, 4.868949)
(0.858831, 0.230900, 7.412421)
(0.198795, 0.782238, 42.179020)
(0.710147, 0.718680, 18.339010)
(0.069687, 0.833564, 200)
(0.639669, 0.641595, 26.198520)
(0.928150, 0.854006, 12.041530)
(0.645414, 0.499355, 25.967030)
(0.417262, 0.908283, 200)
(0.941453, 0.023175, 4.551967)
(0.301860, 0.412991, 21.401490)
(0.855296, 0.445395, 12.982140)
(0.232618, 0.432424, 27.937970)
(0.139267, 0.835734, 200)
(0.358144, 0.149633, 5.553265)
(0.933191, 0.375651, 11.502920)
(0.184328, 0.451229, 33.461170)
(0.185243, 0.239631, 7.550786)
(0.636852, 0.063420, 4.584372)
(0.979206, 0.092003, 5.270758)
(0.132444, 0.274046, 8.772453)
(0.693437, 0.828661, 200)
(0.711065, 0.096364, 4.954731)
(0.559353, 0.492819, 37.662140)
(0.858470, 0.416860, 12.886940)
(0.161877, 0.908961, 200)
(0.613422, 0.744828, 200)
(0.739500, 0.562308, 16.602830)
(0.167672, 0.386405, 16.981260)
(0.548480, 0.467361, 37.640830)
(0.560081, 0.867219, 200)
(0.167516, 0.483105, 33.482930)
(0.558399, 0.822935, 200)
(0.933224, 0.484624, 11.282540)
(0.242237, 0.588273, 36.885350)
(0.517936, 0.628550, 44.202750)
(0.094578, 0.721321, 34.722230)
(0.170262, 0.602924, 33.629280)
(0.246821, 0.198305, 6.483613)
(0.408654, 0.132952, 5.301330)
(0.368802, 0.919994, 200)
